df_hash,22ZHK4.0K8Q7Z
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.XHK9
person_label,V147
date_time_start,2026-06-08_17-10-02.041000_+03
date_time_start_unix,1780920602.041
date_time_end,2026-06-08_17-29-24.124000_+03
length_difference_noticed,no

time,acc_mag
186.473,1.010
186.503,1.026
186.533,1.009
186.563,1.032
186.593,0.998
186.623,1.033
186.653,1.022
186.683,0.992
186.713,0.958
186.743,1.014
186.773,1.011
186.803,1.019
186.833,0.973
186.863,1.023
186.893,1.010
186.923,0.994
186.953,1.011
186.983,1.077
187.013,1.028
187.043,0.984
187.073,0.992
187.103,1.033
187.133,0.982
187.163,1.013
187.193,0.978
187.223,0.969
187.253,1.058
187.283,1.062
187.313,0.991
187.343,1.028
187.373,1.085
187.403,1.058
187.433,0.989
187.463,0.922
187.493,0.944
187.523,0.982
187.553,0.980
187.583,1.077
187.613,1.034
187.643,1.013
187.673,1.021
187.703,0.991
187.733,0.942
187.763,1.010
187.793,1.043
187.823,0.987
187.853,0.953
187.883,1.032
187.913,1.017
187.943,1.045
187.973,1.036
188.003,1.090
188.033,0.897
188.063,1.028
188.093,1.072
188.123,0.920
188.153,1.025
188.183,1.010
188.213,0.988
188.243,1.027
188.273,1.016
188.303,0.996
188.333,1.001
188.363,0.993
188.393,1.026
188.423,1.046
188.453,0.829
188.483,1.006
188.513,1.026
188.543,1.006
188.573,1.012
188.603,1.018
188.633,1.005
188.663,1.006
188.693,1.009
188.723,1.011
188.753,1.014
188.783,1.011
188.813,1.008
188.843,1.012
188.873,1.006
188.903,1.010
188.933,1.011
188.963,1.011
188.993,1.011
189.023,1.007
189.053,1.009
189.083,1.010
189.113,1.012
189.143,1.014
189.173,1.006
189.203,1.009
189.233,1.012
189.263,1.009
189.293,1.008
189.323,1.014
189.353,1.016
189.383,1.010
189.413,1.009
189.443,1.009
189.473,1.007
189.503,1.014
189.533,1.015
189.563,1.008
189.593,1.008
189.623,1.007
189.653,1.014
189.683,1.013
189.713,1.010
189.743,1.007
189.773,1.008
189.803,1.010
189.833,1.011
189.863,1.010
189.893,1.006
189.923,1.012
189.953,1.008
189.983,1.013
190.013,1.016
190.043,1.006
190.073,1.009
190.103,1.011
190.133,1.015
190.163,1.015
190.193,1.010
190.223,1.010
190.253,1.006
190.283,1.008
190.313,1.015
190.343,1.012
190.373,1.017
190.403,1.007
190.433,1.014
190.463,1.013
190.493,1.010
190.523,1.011
190.553,1.010
190.583,1.012
190.613,1.016
190.643,1.009
190.673,1.009
190.703,1.009
190.733,1.011
190.763,1.009
190.793,1.011
190.823,1.014
190.853,1.010
190.883,1.007
190.913,1.008
190.943,1.010
190.973,1.012
191.003,1.011
191.033,1.012
191.063,1.007
191.093,1.010
191.123,1.012
191.153,1.007
191.183,1.012
191.213,1.010
191.243,1.010
191.273,1.015
191.303,1.004
191.333,1.010
191.363,1.013
191.393,1.016
191.423,1.012
191.453,1.007
191.483,1.011
191.513,1.010
191.543,1.012
191.573,1.013
191.603,1.009
191.633,1.007
191.663,1.008
191.693,1.013
191.723,1.012
191.753,1.009
191.783,1.010
191.813,1.012
191.843,1.010
191.873,1.013
191.903,1.008
191.933,1.012
191.963,1.014
191.993,1.013
192.023,1.012
192.053,1.015
192.083,1.005
192.113,1.012
192.143,1.011
192.173,1.007
192.203,1.014
192.233,1.015
192.263,1.005
192.293,1.005
192.323,1.016
192.353,1.017
192.383,1.010
192.413,1.006
192.443,1.008
192.473,1.017
192.503,1.016
192.533,1.009
192.563,1.009
192.593,1.010
192.623,1.008
192.653,1.013
192.683,1.012
192.713,1.008
192.743,1.009
192.773,1.014
192.803,1.010
192.833,1.008
192.863,1.013
192.893,1.010
192.923,1.011
192.953,1.014
192.983,1.016
193.013,1.010
193.043,1.010
193.073,1.010
193.103,1.005
193.133,1.009
193.163,1.012
193.193,1.014
193.223,1.012
193.253,1.005
193.283,1.009
193.313,1.013
193.343,1.009
193.373,1.008
193.403,1.013
193.433,1.016
193.463,1.009
193.493,1.008
193.523,1.013
193.553,1.012
193.583,1.012
193.613,1.010
193.643,1.010
193.673,1.011
193.703,1.011
193.733,1.010
193.763,1.008
193.793,1.010
193.823,1.006
193.853,1.018
193.883,1.012
193.913,1.011
193.943,1.012
193.973,1.009
194.003,1.011
194.033,1.013
194.063,1.020
194.093,1.007
194.123,1.007
194.153,1.009
194.183,1.012
194.213,1.013
194.243,1.010
194.273,1.010
194.303,1.011
194.333,1.019
194.363,1.013
194.393,1.008
194.423,1.008
194.453,1.007
194.483,1.013
194.513,1.010
194.543,1.010
194.573,1.009
194.603,1.010
194.633,1.013
194.663,1.017
194.693,1.011
194.723,1.012
194.753,1.011
194.783,1.010
194.813,1.011
194.843,1.010
194.873,1.009
194.903,1.007
194.933,1.011
194.963,1.009
194.993,1.009
195.023,1.015
195.053,1.007
195.083,1.018
195.113,1.012
195.143,1.008
195.173,1.007
195.203,1.010
195.233,1.013
195.263,1.013
195.293,1.012
195.323,1.013
195.353,1.011
195.383,1.013
195.413,1.013
195.443,1.010
195.473,1.009
195.503,1.012
195.533,1.010
195.563,1.007
195.593,1.017
195.623,1.008
195.653,1.012
195.683,1.013
195.713,1.013
195.743,1.010
195.773,1.011
195.803,1.010
195.833,1.010
195.863,1.012
195.893,1.011
195.923,1.008
195.953,1.002
195.983,1.014
196.013,1.015
196.043,1.013
196.073,1.011
196.103,1.008
196.133,1.014
196.163,1.016
196.193,1.012
196.223,1.012
196.253,1.011
196.283,1.013
196.313,1.010
196.343,1.013
196.373,1.011
196.403,1.006
196.433,1.007
196.463,1.014
196.493,1.008
196.523,1.017
196.553,1.013
196.583,1.008
196.613,1.004
196.643,1.014
196.673,1.010
196.703,1.012
196.733,1.010
196.763,1.009
196.793,1.012
196.823,1.015
196.853,1.007
196.883,1.009
196.913,1.010
196.943,1.021
196.973,1.012
197.003,1.009
197.033,1.009
197.063,1.012
197.093,1.015
197.123,1.016
197.153,1.013
197.183,1.010
197.213,1.012
197.243,1.009
197.273,1.011
197.303,1.012
197.333,1.013
197.363,1.010
197.393,1.013
197.423,1.013
197.453,1.009
197.483,1.011
197.513,1.008
197.543,1.007
197.573,1.015
197.603,1.013
197.633,1.010
197.663,1.011
197.693,1.012
197.723,1.014
197.753,1.014
197.783,1.013
197.813,1.014
197.843,1.001
197.873,1.016
197.903,1.014
197.933,1.009
197.963,1.007
197.993,1.012
198.023,1.011
198.053,1.011
198.083,1.012
198.113,1.009
198.143,1.013
198.173,1.011
198.203,1.010
198.233,1.011
198.263,1.011
198.293,1.012
198.323,1.009
198.353,1.011
198.383,1.012
198.413,1.014
198.443,1.008
198.473,1.016
198.503,1.014
198.533,1.010
198.563,1.003
198.593,1.009
198.623,1.013
198.653,1.014
198.683,1.012
198.713,1.009
198.743,1.016
198.773,1.011
198.803,1.013
198.833,1.016
198.863,1.007
198.893,1.011
198.923,1.018
198.953,1.012
198.983,1.012
199.013,1.009
199.043,1.008
199.073,1.012
199.103,1.018
199.133,1.011
199.163,1.012
199.193,1.011
199.223,1.008
199.253,1.010
199.283,1.012
199.313,1.005
199.343,1.017
199.373,1.012
199.403,1.012
199.433,1.009
199.463,1.007
199.493,1.013
199.523,1.012
199.553,1.012
199.583,1.012
199.613,1.013
199.643,1.008
199.673,1.017
199.703,1.017
199.733,1.009
199.763,1.009
199.793,1.014
199.823,1.013
199.853,1.013
199.883,1.011
199.913,1.009
199.943,1.013
199.973,1.014
200.003,1.011
200.033,1.016
200.063,1.015
200.093,1.009
200.123,1.009
200.153,1.010
200.183,1.010
200.213,1.013
200.243,1.006
200.273,1.008
200.303,1.015
200.333,1.012
200.363,1.013
200.393,1.014
200.423,1.010
200.453,1.005
200.483,1.012
200.513,1.013
200.543,1.014
200.573,1.008
200.603,1.015
200.633,1.013
200.663,1.009
200.693,1.007
200.723,1.011
200.753,1.016
200.783,1.013
200.813,1.009
200.843,1.009
200.873,1.016
200.903,1.012
200.933,1.014
200.963,1.012
200.993,1.012
201.023,1.016
201.053,1.012
201.083,1.014
201.113,1.013
201.143,1.012
201.173,1.011
201.203,1.005
201.233,1.009
201.263,1.013
201.293,1.013
201.323,1.007
201.353,1.009
201.383,1.009
201.413,1.013
201.443,1.012
201.473,1.014
201.503,1.016
201.533,1.005
201.563,1.016
201.593,1.018
201.623,1.011
201.653,1.010
201.683,1.010
201.713,1.014
201.743,1.014
201.773,1.012
201.803,1.012
201.833,1.010
201.863,1.011
201.893,1.012
201.923,1.016
201.953,1.009
201.983,1.013
202.013,1.013
202.043,1.016
202.073,1.012
202.103,1.008
202.133,1.005
202.163,1.019
202.193,1.017
202.223,1.014
202.253,1.010
202.283,1.011
202.313,1.011
202.343,1.013
202.373,1.012
202.403,1.015
202.433,1.017
202.463,1.010
202.493,1.012
202.523,1.014
202.553,1.006
202.583,1.008
202.613,1.014
202.643,1.015
202.673,1.011
202.703,1.010
202.733,1.013
202.763,1.014
202.793,1.012
202.823,1.013
202.853,1.010
202.883,1.011
202.913,1.012
202.943,1.012
202.973,1.012
203.003,1.013
203.033,1.009
203.063,1.015
203.093,1.014
203.123,1.014
203.153,1.011
203.183,1.010
203.213,1.012
203.243,1.014
203.273,1.010
203.303,1.013
203.333,1.008
203.363,1.010
203.393,1.012
203.423,1.017
203.453,1.011
203.483,1.009
203.513,1.010
203.543,1.011
203.573,1.013
203.603,1.011
203.633,1.009
203.663,1.011
203.693,1.008
203.723,1.014
203.753,1.013
203.783,1.013
203.813,1.013
203.843,1.012
203.873,1.013
203.903,1.011
203.933,1.014
203.963,1.014
203.993,1.008
204.023,1.016
204.053,1.013
204.083,1.013
204.113,1.012
204.143,1.014
204.173,1.010
204.203,1.012
204.233,1.013
204.263,1.015
204.293,1.012
204.323,1.009
204.353,1.016
204.383,1.016
204.413,1.014
204.443,1.011
204.473,1.008
204.503,1.012
204.533,1.014
204.563,1.015
204.593,1.009
204.623,1.011
204.653,1.012
204.683,1.013
204.713,1.013
204.743,1.010
204.773,1.013
204.803,1.009
204.833,1.014
204.863,1.013
204.893,1.010
204.923,1.013
204.953,1.004
204.983,1.017
205.013,1.017
205.043,1.012
205.073,1.012
205.103,1.010
205.133,1.010
205.163,1.012
205.193,1.013
205.223,1.011
205.253,1.014
205.283,1.007
205.313,1.016
205.343,1.014
205.373,1.006
205.403,1.009
205.433,1.016
205.463,1.014
205.493,1.014
205.523,1.009
205.553,1.011
205.583,1.011
205.613,1.012
205.643,1.014
205.673,1.012
205.703,1.015
205.733,1.013
205.763,1.011
205.793,1.011
205.823,1.014
205.853,1.008
205.883,1.018
205.913,1.014
205.943,1.013
205.973,1.011
206.003,1.009
206.033,1.009
206.063,1.011
206.093,1.016
206.123,1.012
206.153,1.014
206.183,1.011
206.213,1.016
206.243,1.017
206.273,1.014
206.303,1.009
206.333,1.012
206.363,1.009
206.393,1.013
206.423,1.013
206.453,1.008
206.483,1.013
206.513,1.014
206.543,1.014
206.573,1.009
206.603,1.009
206.633,1.010
206.663,1.008
206.693,1.011
206.723,1.012
206.753,1.014
206.783,1.008
206.813,1.011
206.843,1.015
206.873,1.017
206.903,1.014
206.933,1.014
206.963,1.013
206.993,1.011
207.023,1.011
207.053,1.013
207.083,1.007
207.113,1.006
207.143,1.014
207.173,1.016
207.203,1.011
207.233,1.008
207.263,1.011
207.293,1.013
207.323,1.014
207.353,1.013
207.383,1.009
207.413,1.009
207.443,1.013
207.473,1.014
207.503,1.012
207.533,1.010
207.563,1.012
207.593,1.014
207.623,1.013
207.653,1.007
207.683,1.015
207.713,1.010
207.743,1.006
207.773,1.016
207.803,1.017
207.833,1.013
207.863,1.013
207.893,1.011
207.923,1.010
207.953,1.013
207.983,1.012
208.013,1.014
208.043,1.011
208.073,1.009
208.103,1.015
208.133,1.015
208.163,1.007
208.193,1.010
208.223,1.017
208.253,1.016
208.283,1.016
208.313,1.013
208.343,1.012
208.373,1.015
208.403,1.012
208.433,1.010
208.463,1.012
208.493,1.013
208.523,1.010
208.553,1.014
208.583,1.012
208.613,1.014
208.643,1.014
208.673,1.016
208.703,1.012
208.733,1.013
208.763,1.011
208.793,1.009
208.823,1.013
208.853,1.013
208.883,1.014
208.913,1.015
208.943,1.007
208.973,1.009
209.003,1.008
209.033,1.016
209.063,1.012
209.093,1.009
209.123,1.011
209.153,1.014
209.183,1.013
209.213,1.012
209.243,1.010
209.273,1.014
209.303,1.013
209.333,1.013
209.363,1.013
209.393,1.010
209.423,1.012
209.453,1.008
209.483,1.011
209.513,1.012
209.543,1.015
209.573,1.007
209.603,1.013
209.633,1.014
209.663,1.017
209.693,1.010
209.723,1.009
209.753,1.011
209.783,1.015
209.813,1.015
209.843,1.014
209.873,1.010
209.903,1.005
209.933,1.015
209.963,1.017
209.993,1.009
210.023,1.011
210.053,1.009
210.083,1.013
210.113,1.014
210.143,1.012
210.173,1.007
210.203,1.013
210.233,1.013
210.263,1.015
210.293,1.014
210.323,1.008
210.353,1.007
210.383,1.015
210.413,1.012
210.443,1.015
210.473,1.008
210.503,1.008
210.533,1.019
210.563,1.015
210.593,1.010
210.623,1.012
210.653,1.009
210.683,1.009
210.713,1.012
210.743,1.013
210.773,1.013
210.803,1.017
210.833,1.010
210.863,1.018
210.893,1.015
210.923,1.009
210.953,1.009
210.983,1.016
211.013,1.015
211.043,1.014
211.073,1.009
211.103,1.010
211.133,1.010
211.163,1.011
211.193,1.012
211.223,1.011
211.253,1.012
211.283,1.013
211.313,1.014
211.343,1.011
211.373,1.003
211.403,1.017
211.433,1.015
211.463,1.016
211.493,1.009
211.523,1.008
211.553,1.013
211.583,1.008
211.613,1.015
211.643,1.013
211.673,1.018
211.703,1.009
211.733,1.018
211.763,1.015
211.793,1.006
211.823,1.010
211.853,1.010
211.883,1.017
211.913,1.014
211.943,1.012
211.973,1.012
212.003,1.014
212.033,1.017
212.063,1.008
212.093,1.012
212.123,1.012
212.153,1.010
212.183,1.013
212.213,1.015
212.243,1.015
212.273,1.015
212.303,1.014
212.333,1.012
212.363,1.013
212.393,1.011
212.423,1.012
212.453,1.016
212.483,1.010
212.513,1.013
212.543,1.012
212.573,1.009
212.603,1.012
212.633,1.013
212.663,1.018
212.693,1.017
212.723,1.012
212.753,1.011
212.783,1.012
212.813,1.011
212.843,1.013
212.873,1.010
212.903,1.009
212.933,1.012
212.963,1.010
212.993,1.012
213.023,1.015
213.053,1.015
213.083,1.012
213.113,1.011
213.143,1.014
213.173,1.015
213.203,1.008
213.233,1.014
213.263,1.016
213.293,1.013
213.323,1.011
213.353,1.009
213.383,1.009
213.413,1.014
213.443,1.014
213.473,1.014
213.503,1.008
213.533,1.010
213.563,1.018
213.593,1.019
213.623,1.008
213.653,1.008
213.683,1.011
213.713,1.017
213.743,1.013
213.773,1.012
213.803,1.014
213.833,1.014
213.863,1.014
213.893,1.012
213.923,1.008
213.953,1.012
213.983,1.015
214.013,1.012
214.043,1.015
214.073,1.014
214.103,1.011
214.133,1.016
214.163,1.015
214.193,1.012
214.223,1.010
214.253,1.009
214.283,1.010
214.313,1.016
214.343,1.016
214.373,1.004
214.403,1.012
214.433,1.011
214.463,1.020
214.493,1.011
214.523,1.010
214.553,1.012
214.583,1.013
214.613,1.016
214.643,1.014
214.673,1.007
214.703,1.013
214.733,1.010
214.763,1.013
214.793,1.016
214.823,1.013
214.853,1.009
214.883,1.012
214.913,1.014
214.943,1.012
214.973,1.015
215.003,1.011
215.033,1.014
215.063,1.015
215.093,1.017
215.123,1.011
215.153,1.011
215.183,1.011
215.213,1.015
215.243,1.014
215.273,1.010
215.303,1.009
215.333,1.015
215.363,1.011
215.393,1.019
215.423,1.013
215.453,1.009
215.483,1.012
215.513,1.014
215.543,1.012
215.573,1.017
215.603,1.011
215.633,1.010
215.663,1.012
215.693,1.013
215.723,1.016
215.753,1.014
215.783,1.012
215.813,1.010
215.843,1.012
215.873,1.013
215.903,1.014
215.933,1.013
215.963,1.011
215.993,1.017
216.023,1.017
216.053,1.011
216.083,1.010
216.113,1.012
216.143,1.010
216.173,1.017
216.203,1.011
216.233,0.995
216.263,1.042
216.293,1.047
216.323,1.065
216.353,1.056
216.383,1.040
216.413,0.994
216.443,0.987
216.473,1.004
216.503,0.982
216.533,0.985
216.563,0.993
216.593,1.012
216.623,1.041
216.653,1.036
216.683,1.007
216.713,1.044
216.743,1.002
216.773,1.012
216.803,0.988
216.833,1.002
216.863,0.990
216.893,1.232
216.923,0.959
216.953,1.026
216.983,0.997
217.013,1.009
217.043,0.984
217.073,1.036
217.103,0.990
217.133,0.982
217.163,0.995
217.193,0.998
217.223,1.003
217.253,1.009
217.283,1.029
217.313,1.030
217.343,1.013
217.373,1.032
217.403,1.028
217.433,1.019
217.463,1.027
217.493,1.016
217.523,1.027
217.553,1.010
217.583,1.028
217.613,1.040
217.643,1.009
217.673,1.006
217.703,0.993
217.733,0.957
217.763,1.001
217.793,0.994
217.823,0.996
217.853,1.016
217.883,1.009
217.913,1.004
217.943,1.016
217.973,1.019
218.003,1.007
218.033,1.016
218.063,0.995
218.093,1.005
218.123,0.993
218.153,1.056
218.183,1.021
218.213,1.040
218.243,1.022
218.273,1.030
218.303,1.014
218.333,1.019
218.363,1.022
218.393,1.010
218.423,1.023
218.453,1.008
218.483,0.994
218.513,1.013
218.543,1.008
218.573,1.005
218.603,1.005
218.633,0.998
218.663,1.009
218.693,1.010
218.723,1.015
218.753,1.005
218.783,1.008
218.813,1.001
218.843,1.025
218.873,1.013
218.903,1.009
218.933,1.025
218.963,1.016
218.993,1.010
219.023,1.020
219.053,1.034
219.083,1.032
219.113,1.026
219.143,0.999
219.173,1.030
219.203,1.041
219.233,1.011
219.263,1.028
219.293,1.009
219.323,0.995
219.353,1.012
219.383,0.999
219.413,1.008
219.443,1.009
219.473,1.006
219.503,1.020
219.533,1.013
219.563,0.993
219.593,1.017
219.623,1.011
219.653,1.004
219.683,1.032
219.713,1.012
219.743,1.004
219.773,1.030
219.803,1.022
219.833,1.028
219.863,1.015
219.893,1.012
219.923,1.035
219.953,1.026
219.983,1.019
220.013,1.054
220.043,0.993
220.073,1.015
220.103,1.018
220.133,0.988
220.163,1.005
220.193,0.998
220.223,1.011
220.253,1.002
220.283,1.010
220.313,0.993
220.343,0.981
220.373,1.029
220.403,1.017
220.433,1.011
220.463,1.032
220.493,1.012
220.523,1.004
220.553,1.024
220.583,1.032
220.613,1.032
220.643,1.028
220.673,1.020
220.703,1.025
220.733,1.041
220.763,1.008
220.793,0.997
220.823,0.993
220.853,1.004
220.883,1.038
220.913,1.001
220.943,1.000
220.973,1.007
221.003,0.997
221.033,1.004
221.063,1.003
221.093,0.995
221.123,0.997
221.153,1.023
221.183,0.988
221.213,1.025
221.243,1.015
221.273,1.009
221.303,1.024
221.333,1.029
221.363,1.016
221.393,1.006
221.423,1.034
221.453,1.007
221.483,1.003
221.513,1.019
221.543,0.993
221.573,1.032
221.603,1.021
221.633,1.006
221.663,1.013
221.693,1.015
221.723,0.986
221.753,1.000
221.783,1.010
221.813,1.009
221.843,0.986
221.873,0.994
221.903,1.028
221.933,1.023
221.963,0.992
221.993,1.019
222.023,1.005
222.053,0.990
222.083,1.033
222.113,1.011
222.143,1.026
222.173,1.025
222.203,1.018
222.233,1.022
222.263,1.023
222.293,1.021
222.323,1.042
222.353,1.003
222.383,1.005
222.413,1.010
222.443,1.001
222.473,1.006
222.503,1.028
222.533,0.987
222.563,1.010
222.593,1.010
222.623,0.993
222.653,1.009
222.683,1.047
222.713,0.974
222.743,0.990
222.773,1.020
222.803,1.021
222.833,1.018
222.863,1.014
222.893,1.010
222.923,1.040
222.953,1.025
222.983,1.027
223.013,1.022
223.043,1.025
223.073,1.017
223.103,1.025
223.133,1.003
223.163,1.039
223.193,1.009
223.223,1.019
223.253,0.996
223.283,0.984
223.313,0.989
223.343,1.023
223.373,0.992
223.403,0.991
223.433,0.995
223.463,1.005
223.493,1.017
223.523,1.014
223.553,1.034
223.583,0.984
223.613,1.025
223.643,1.021
223.673,1.010
223.703,1.022
223.733,1.029
223.763,1.020
223.793,1.015
223.823,1.019
223.853,1.017
223.883,1.036
223.913,1.032
223.943,1.002
223.973,1.029
224.003,0.984
224.033,1.000
224.063,0.994
224.093,1.001
224.123,1.012
224.153,1.006
224.183,1.002
224.213,1.017
224.243,1.010
224.273,0.998
224.303,1.030
224.333,1.024
224.363,1.017
224.393,1.008
224.423,1.006
224.453,1.000
224.483,1.009
224.513,1.011
224.543,0.990
224.573,1.002
224.603,1.021
224.633,1.015
224.663,1.018
224.693,1.003
224.723,1.001
224.753,1.009
224.783,1.052
224.813,1.030
224.843,1.015
224.873,1.001
224.903,1.021
224.933,1.017
224.963,1.013
224.993,1.019
225.023,1.032
225.053,1.016
225.083,1.021
225.113,1.002
225.143,1.023
225.173,1.020
225.203,0.989
225.233,1.017
225.263,0.993
225.293,1.015
225.323,1.001
225.353,0.991
225.383,1.021
225.413,1.008
225.443,1.004
225.473,1.006
225.503,1.004
225.533,1.023
225.563,1.015
225.593,1.024
225.623,1.001
225.653,1.020
225.683,1.025
225.713,1.009
225.743,1.014
225.773,1.024
225.803,1.018
225.833,1.016
225.863,1.002
225.893,1.005
225.923,1.006
225.953,1.020
225.983,1.017
226.013,1.010
226.043,1.021
226.073,1.014
226.103,1.013
226.133,0.994
226.163,1.009
226.193,1.538
226.223,1.034
226.253,1.008
226.283,1.023
226.313,1.021
226.343,0.999
226.373,1.005
226.403,1.003
226.433,1.064
226.463,1.007
226.493,1.011
226.523,1.001
226.553,1.070
226.583,1.006
226.613,1.004
226.643,1.014
226.673,1.172
226.703,1.009
226.733,1.000
226.763,1.001
226.793,1.037
226.823,1.024
226.853,0.988
226.883,1.026
226.913,0.979
226.943,1.016
226.973,1.015
227.003,1.003
227.033,0.997
227.063,1.007
227.093,1.002
227.123,1.020
227.153,1.012
227.183,1.020
227.213,1.036
227.243,1.013
227.273,1.003
227.303,1.023
227.333,1.015
227.363,1.019
227.393,0.996
227.423,1.019
227.453,1.036
227.483,1.021
227.513,1.012
227.543,1.020
227.573,1.009
227.603,0.989
227.633,1.019
227.663,0.998
227.693,1.016
227.723,1.008
227.753,1.013
227.783,0.994
227.813,1.018
227.843,1.015
227.873,1.004
227.903,1.003
227.933,1.021
227.963,1.015
227.993,1.009
228.023,1.029
228.053,1.002
228.083,1.033
228.113,1.011
228.143,1.010
228.173,1.019
228.203,1.013
228.233,1.016
228.263,1.021
228.293,1.026
228.323,1.027
228.353,1.008
228.383,0.999
228.413,1.018
228.443,0.999
228.473,1.002
228.503,1.001
228.533,1.016
228.563,1.008
228.593,1.004
228.623,1.000
228.653,1.016
228.683,1.029
228.713,1.003
228.743,1.015
228.773,1.005
228.803,1.015
228.833,1.026
228.863,1.021
228.893,1.016
228.923,1.018
228.953,1.004
228.983,1.020
229.013,1.032
229.043,1.015
229.073,1.014
229.103,1.016
229.133,1.003
229.163,1.003
229.193,1.028
229.223,1.000
229.253,1.024
229.283,1.017
229.313,1.004
229.343,0.996
229.373,0.996
229.403,1.025
229.433,1.042
229.463,0.996
229.493,1.006
229.523,1.020
229.553,1.023
229.583,0.994
229.613,1.029
229.643,1.008
229.673,1.029
229.703,1.021
229.733,1.022
229.763,1.016
229.793,1.016
229.823,1.014
229.853,1.021
229.883,1.025
229.913,1.030
229.943,1.034
229.973,0.954
230.003,1.009
230.033,0.993
230.063,1.042
230.093,1.068
230.123,1.028
230.153,1.007
230.183,1.050
230.213,1.006
230.243,1.006
230.273,1.039
230.303,1.007
230.333,1.009
230.363,0.992
230.393,1.012
230.423,1.002
230.453,0.998
230.483,0.996
230.513,1.011
230.543,1.006
230.573,1.007
230.603,0.999
230.633,0.984
230.663,1.034
230.693,1.006
230.723,1.021
230.753,1.020
230.783,1.026
230.813,1.023
230.843,1.011
230.873,1.034
230.903,1.029
230.933,1.017
230.963,1.001
230.993,1.009
231.023,1.018
231.053,0.998
231.083,1.005
231.113,1.013
231.143,1.000
231.173,1.003
231.203,1.018
231.233,0.995
231.263,1.006
231.293,1.018
231.323,1.001
231.353,0.987
231.383,1.018
231.413,1.043
231.443,1.019
231.473,1.008
231.503,1.021
231.533,1.016
231.563,1.036
231.593,1.035
231.623,1.005
231.653,0.997
231.683,0.982
231.713,1.021
231.743,1.005
231.773,1.029
231.803,1.009
231.833,0.983
231.863,1.001
231.893,1.004
231.923,0.991
231.953,0.995
231.983,1.012
232.013,0.989
232.043,1.036
232.073,1.001
232.103,1.021
232.133,0.996
232.163,1.025
232.193,1.005
232.223,1.017
232.253,1.015
232.283,1.022
232.313,1.026
232.343,1.029
232.373,1.020
232.403,1.002
232.433,1.019
232.463,1.019
232.493,1.037
232.523,1.018
232.553,0.992
232.583,0.974
232.613,1.008
232.643,1.013
232.673,1.002
232.703,1.022
232.733,1.010
232.763,1.003
232.793,0.993
232.823,1.002
232.853,1.010
232.883,1.029
232.913,1.033
232.943,1.015
232.973,1.026
233.003,1.031
233.033,1.024
233.063,1.010
233.093,1.012
233.123,0.999
233.153,1.037
233.183,1.011
233.213,0.994
233.243,0.989
233.273,1.025
233.303,1.020
233.333,1.007
233.363,0.993
233.393,0.995
233.423,1.017
233.453,1.015
233.483,1.019
233.513,1.009
233.543,1.008
233.573,0.979
233.603,1.043
233.633,1.010
233.663,1.017
233.693,0.992
233.723,0.998
233.753,1.002
233.783,1.018
233.813,1.003
233.843,0.986
233.873,1.017
233.903,1.020
233.933,1.013
233.963,1.018
233.993,1.019
234.023,1.004
234.053,1.005
234.083,0.999
234.113,0.996
234.143,1.029
234.173,1.107
234.203,1.016
234.233,1.010
234.263,1.019
234.293,1.051
234.323,0.998
234.353,1.006
234.383,1.039
234.413,1.010
234.443,1.015
234.473,1.062
234.503,1.019
234.533,1.018
234.563,0.968
234.593,0.882
234.623,1.027
234.653,0.993
234.683,1.040
234.713,1.023
234.743,0.984
234.773,1.012
234.803,0.995
234.833,1.019
234.863,1.001
234.893,1.012
234.923,0.986
234.953,0.996
234.983,1.041
235.013,1.004
235.043,1.018
235.073,1.020
235.103,0.984
235.133,1.008
235.163,1.017
235.193,1.021
235.223,0.999
235.253,0.988
235.283,1.023
235.313,1.059
235.343,1.021
235.373,0.989
235.403,0.994
235.433,0.958
235.463,0.961
235.493,1.378
235.523,1.051
235.553,1.011
235.583,1.025
235.613,0.996
235.643,1.021
235.673,1.014
235.703,1.004
235.733,1.015
235.763,1.038
235.793,1.013
235.823,1.011
235.853,1.031
235.883,1.007
235.913,1.024
235.943,1.000
235.973,1.017
236.003,0.987
236.033,1.018
236.063,1.022
236.093,1.001
236.123,1.005
236.153,0.979
236.183,0.992
236.213,1.026
236.243,1.007
236.273,1.011
236.303,1.015
236.333,1.024
236.363,1.018
236.393,1.016
236.423,1.039
236.453,1.019
236.483,0.924
236.513,0.881
236.543,1.168
236.573,0.891
236.603,0.992
236.633,1.023
236.663,1.004
236.693,1.021
236.723,0.986
236.753,1.003
236.783,1.002
236.813,1.007
236.843,1.031
236.873,1.004
236.903,0.994
236.933,1.002
236.963,1.009
236.993,1.016
237.023,0.994
237.053,1.001
237.083,1.009
237.113,0.979
237.143,0.997
237.173,1.010
237.203,0.997
237.233,1.011
237.263,1.010
237.293,0.995
237.323,1.015
237.353,1.023
237.383,1.011
237.413,0.995
237.443,1.013
237.473,1.011
237.503,1.011
237.533,1.009
237.563,1.012
237.593,1.010
237.623,1.005
237.653,1.008
237.683,1.017
237.713,1.002
237.743,1.011
237.773,1.025
237.803,1.007
237.833,1.003
237.863,1.021
237.893,1.009
237.923,0.992
237.953,1.010
237.983,1.003
238.013,1.006
238.043,0.993
238.073,0.979
238.103,1.022
238.133,1.038
238.163,1.010
238.193,1.021
238.223,0.981
238.253,1.034
238.283,1.078
238.313,1.021
238.343,1.009
