df_hash,22ZHK4.PQKCV4
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.1AT4
person_label,v132
date_time_start,2026-04-07_18-21-14.430000_+03
date_time_start_unix,1775568074.43
date_time_end,2026-04-07_18-29-30.496000_+03
length_difference_noticed,no

time,acc_mag
124.811,0.982
124.841,0.961
124.871,0.932
124.901,0.944
124.931,0.935
124.961,0.946
124.991,0.954
125.021,0.981
125.051,1.070
125.081,0.912
125.111,0.916
125.141,0.762
125.171,0.886
125.201,0.970
125.231,1.018
125.261,1.044
125.291,0.977
125.321,0.958
125.351,0.946
125.381,0.952
125.411,0.992
125.441,1.012
125.471,0.986
125.501,0.926
125.531,0.947
125.561,0.928
125.591,0.946
125.621,0.959
125.651,0.968
125.681,1.065
125.711,1.061
125.741,1.087
125.771,0.875
125.801,0.812
125.831,0.851
125.861,0.937
125.891,0.954
125.921,0.995
125.951,1.010
125.981,1.005
126.011,0.995
126.041,0.947
126.071,0.944
126.101,0.974
126.131,0.967
126.161,0.959
126.191,0.951
126.221,0.950
126.251,1.003
126.281,1.027
126.311,0.954
126.341,0.883
126.371,0.898
126.401,0.941
126.431,0.952
126.461,0.905
126.491,0.912
126.521,0.958
126.551,0.980
126.581,0.986
126.611,1.054
126.641,1.059
126.671,1.075
126.701,1.035
126.731,1.015
126.761,0.960
126.791,0.943
126.821,0.922
126.851,0.927
126.881,0.937
126.911,0.923
126.941,0.943
126.971,0.953
127.001,0.952
127.031,0.990
127.061,1.039
127.091,1.072
127.121,1.055
127.151,1.027
127.181,0.986
127.211,0.947
127.241,0.931
127.271,0.939
127.301,0.949
127.331,0.927
127.361,0.920
127.391,0.944
127.421,0.987
127.451,1.017
127.481,1.035
127.511,1.018
127.541,1.008
127.571,0.975
127.601,0.961
127.631,0.945
127.661,0.934
127.691,0.940
127.721,0.938
127.751,0.955
127.781,0.988
127.811,1.020
127.841,1.021
127.871,1.000
127.901,0.967
127.931,0.943
127.961,0.925
127.991,0.948
128.021,0.952
128.051,0.978
128.081,0.977
128.111,1.002
128.141,0.980
128.171,0.955
128.201,0.966
128.231,0.980
128.261,0.973
128.291,0.979
128.321,0.962
128.351,0.980
128.381,0.964
128.411,0.967
128.441,0.975
128.471,0.964
128.501,0.972
128.531,0.964
128.561,0.978
128.591,0.955
128.621,0.984
128.651,0.973
128.681,0.960
128.711,0.968
128.741,0.976
128.771,0.958
128.801,0.965
128.831,1.025
128.861,0.949
128.891,0.958
128.921,0.977
128.951,0.965
128.981,0.950
129.011,0.954
129.041,0.975
129.071,0.973
129.101,0.964
129.131,0.983
129.161,0.979
129.191,0.980
129.221,0.973
129.251,0.960
129.281,0.943
129.311,0.928
129.341,0.969
129.371,0.958
129.401,0.982
129.431,1.017
129.461,1.005
129.491,0.977
129.521,0.987
129.551,0.947
129.581,0.964
129.611,0.961
129.641,0.983
129.671,0.974
129.701,0.947
129.731,0.954
129.761,0.974
129.791,1.003
129.821,0.988
129.851,0.966
129.881,0.960
129.911,0.965
129.941,0.956
129.971,0.953
130.001,0.965
130.031,0.992
130.061,0.971
130.091,0.966
130.121,0.976
130.151,0.963
130.181,0.964
130.211,0.981
130.241,0.982
130.271,0.970
130.301,0.962
130.331,0.959
130.361,0.968
130.391,0.958
130.421,0.972
130.451,0.991
130.481,1.000
130.511,1.002
130.541,1.048
130.571,1.014
130.601,0.992
130.631,0.979
130.661,0.958
130.691,0.952
130.721,0.938
130.751,0.929
130.781,0.927
130.811,0.946
130.841,0.956
130.871,0.968
130.901,0.931
130.931,0.938
130.961,0.940
130.991,0.934
131.021,0.952
131.051,0.981
131.081,1.011
131.111,1.012
131.141,1.011
131.171,0.991
131.201,0.966
131.231,0.972
131.261,0.986
131.291,0.969
131.321,0.953
131.351,0.958
131.381,0.953
131.411,0.943
131.441,0.947
131.471,0.973
131.501,0.980
131.531,0.952
131.561,0.959
131.591,0.969
131.621,0.938
131.651,0.948
131.681,0.972
131.711,0.976
131.741,0.973
131.771,0.971
131.801,0.970
131.831,0.948
131.861,0.953
131.891,0.967
131.921,0.979
131.951,0.955
131.981,0.943
132.011,0.993
132.041,1.068
132.071,1.033
132.101,1.002
132.131,0.930
132.161,0.904
132.191,0.925
132.221,0.925
132.251,0.905
132.281,0.943
132.311,0.958
132.341,0.977
132.371,0.993
132.401,1.009
132.431,0.975
132.461,0.916
132.491,0.921
132.521,0.939
132.551,0.959
132.581,0.976
132.611,0.973
132.641,1.015
132.671,1.007
132.701,0.973
132.731,0.932
132.761,0.931
132.791,0.922
132.821,0.976
132.851,0.972
132.881,0.982
132.911,1.016
132.941,0.988
132.971,0.985
133.001,0.957
133.031,0.891
133.061,0.897
133.091,0.968
133.121,0.985
133.151,0.986
133.181,1.000
133.211,0.986
133.241,0.949
133.271,0.936
133.301,0.944
133.331,0.954
133.361,0.954
133.391,0.964
133.421,0.999
133.451,0.986
133.481,0.964
133.511,0.965
133.541,0.956
133.571,0.955
133.601,0.958
133.631,0.959
133.661,0.962
133.691,1.003
133.721,0.993
133.751,0.953
133.781,0.944
133.811,0.959
133.841,0.954
133.871,0.913
133.901,0.929
133.931,0.941
133.961,0.961
133.991,0.954
134.021,0.943
134.051,0.978
134.081,1.007
134.111,1.006
134.141,1.000
134.171,0.972
134.201,0.988
134.231,0.943
134.261,0.936
134.291,0.972
134.321,0.942
134.351,0.986
134.381,0.968
134.411,0.983
134.441,0.976
134.471,0.972
134.501,0.953
134.531,0.950
134.561,0.981
134.591,0.959
134.621,0.962
134.651,0.968
134.681,0.969
134.711,1.013
134.741,0.974
134.771,0.972
134.801,0.933
134.831,0.946
134.861,0.952
134.891,0.957
134.921,0.956
134.951,0.980
134.981,0.971
135.011,0.952
135.041,0.954
135.071,0.964
135.101,0.993
135.131,0.979
135.161,0.966
135.191,0.964
135.221,0.979
135.251,0.956
135.281,0.962
135.311,0.969
135.341,0.966
135.371,0.967
135.401,0.956
135.431,0.959
135.461,0.970
135.491,0.971
135.521,0.972
135.551,0.968
135.581,0.963
135.611,0.967
135.641,0.974
135.671,0.971
135.701,0.979
135.731,0.974
135.761,0.952
135.791,0.965
135.821,0.940
135.851,0.949
135.881,0.966
135.911,0.959
135.941,0.966
135.971,0.955
136.001,0.969
136.031,0.969
136.061,0.960
136.091,0.955
136.121,0.961
136.151,0.955
136.181,0.959
136.211,0.971
136.241,0.996
136.271,0.979
136.301,0.976
136.331,0.953
136.361,0.954
136.391,0.968
136.421,0.972
136.451,0.962
136.481,0.970
136.511,0.959
136.541,0.963
136.571,0.952
136.601,0.966
136.631,0.978
136.661,0.966
136.691,0.965
136.721,0.956
136.751,0.978
136.781,0.994
136.811,1.015
136.841,1.000
136.871,0.975
136.901,0.956
136.931,0.912
136.961,0.933
136.991,0.946
137.021,0.963
137.051,0.957
137.081,0.942
137.111,0.965
137.141,0.979
137.171,0.986
137.201,0.983
137.231,0.989
137.261,0.953
137.291,0.972
137.321,0.945
137.351,0.928
137.381,0.943
137.411,0.963
137.441,0.956
137.471,0.960
137.501,0.983
137.531,0.993
137.561,0.991
137.591,1.014
137.621,0.963
137.651,0.963
137.681,0.933
137.711,0.924
137.741,0.916
137.771,0.947
137.801,0.984
137.831,0.991
137.861,0.987
137.891,0.981
137.921,0.968
137.951,0.954
137.981,0.962
138.011,0.929
138.041,0.968
138.071,0.975
138.101,0.973
138.131,0.956
138.161,0.969
138.191,0.982
138.221,0.981
138.251,0.958
138.281,0.946
138.311,0.956
138.341,0.965
138.371,0.969
138.401,0.959
138.431,0.963
138.461,0.967
138.491,0.954
138.521,0.962
138.551,0.956
138.581,0.970
138.611,0.978
138.641,0.948
138.671,0.950
138.701,0.960
138.731,0.958
138.761,0.961
138.791,0.982
138.821,0.957
138.851,0.978
138.881,0.955
138.911,0.959
138.941,0.949
138.971,0.962
139.001,0.962
139.031,0.976
139.061,0.970
139.091,0.969
139.121,0.967
139.151,0.955
139.181,0.943
139.211,0.951
139.241,0.979
139.271,0.948
139.301,0.958
139.331,0.970
139.361,0.972
139.391,0.979
139.421,1.014
139.451,0.989
139.481,0.954
139.511,0.961
139.541,0.949
139.571,0.930
139.601,0.908
139.631,0.928
139.661,0.941
139.691,0.921
139.721,0.906
139.751,0.940
139.781,0.987
139.811,0.964
139.841,1.012
139.871,1.006
139.901,1.035
139.931,1.027
139.961,0.968
139.991,0.929
140.021,0.997
140.051,1.011
140.081,1.012
140.111,1.001
140.141,0.944
140.171,0.930
140.201,0.934
140.231,0.944
140.261,0.974
140.291,0.977
140.321,0.982
140.351,0.975
140.381,0.970
140.411,0.950
140.441,0.931
140.471,0.950
140.501,0.957
140.531,0.970
140.561,0.968
140.591,0.962
140.621,0.948
140.651,0.938
140.681,0.962
140.711,0.977
140.741,0.997
140.771,0.988
140.801,0.981
140.831,0.968
140.861,0.940
140.891,0.943
140.921,0.961
140.951,0.967
140.981,0.978
141.011,0.974
141.041,0.965
141.071,0.953
141.101,0.941
141.131,0.968
141.161,0.971
141.191,0.971
141.221,0.978
141.251,0.973
141.281,0.944
141.311,0.947
141.341,0.957
141.371,0.969
141.401,0.974
141.431,0.989
141.461,0.970
141.491,0.968
141.521,0.954
141.551,0.952
141.581,0.956
141.611,0.982
141.641,1.022
141.671,1.000
141.701,0.969
141.731,0.952
141.761,0.939
141.791,0.940
141.821,0.957
141.851,0.944
141.881,0.968
141.911,0.960
141.941,0.951
141.971,0.969
142.001,0.961
142.031,0.967
142.061,0.967
142.091,0.954
142.121,0.961
142.151,0.963
142.181,0.974
142.211,0.983
142.241,0.967
142.271,0.967
142.301,0.949
142.331,0.954
142.361,0.966
142.391,0.971
142.421,0.976
142.451,0.973
142.481,0.971
142.511,0.948
142.541,0.966
142.571,0.948
142.601,0.975
142.631,0.970
142.661,0.974
142.691,0.963
142.721,0.971
142.751,0.982
142.781,0.970
142.811,0.953
142.841,0.976
142.871,0.968
142.901,0.964
142.931,0.963
142.961,0.952
142.991,0.963
143.021,0.959
143.051,0.944
143.081,0.977
143.111,0.966
143.141,0.966
143.171,0.979
143.201,0.968
143.231,0.971
143.261,0.962
143.291,0.960
143.321,0.955
143.351,0.974
143.381,0.981
143.411,0.970
143.441,0.974
143.471,0.955
143.501,0.962
143.531,0.964
143.561,0.969
143.591,0.972
143.621,0.968
143.651,0.956
143.681,0.945
143.711,0.954
143.741,0.955
143.771,0.976
143.801,0.970
143.831,0.954
143.861,0.962
143.891,0.990
143.921,0.978
143.951,0.984
143.981,0.986
144.011,0.968
144.041,0.956
144.071,0.930
144.101,0.941
144.131,0.944
144.161,0.962
144.191,0.967
144.221,0.967
144.251,0.983
144.281,0.980
144.311,0.974
144.341,0.964
144.371,0.951
144.401,0.951
144.431,0.975
144.461,0.947
144.491,0.975
144.521,0.972
144.551,0.966
144.581,0.964
144.611,0.979
144.641,0.988
144.671,0.991
144.701,0.969
144.731,0.959
144.761,0.936
144.791,0.940
144.821,0.948
144.851,0.966
144.881,0.983
144.911,0.973
144.941,0.975
144.971,0.958
145.001,0.980
145.031,0.953
145.061,0.981
145.091,0.956
145.121,0.961
145.151,0.950
145.181,0.958
145.211,0.954
145.241,0.983
145.271,1.007
145.301,0.988
145.331,0.964
145.361,0.964
145.391,0.958
145.421,0.976
145.451,0.952
145.481,0.958
145.511,0.963
145.541,0.952
145.571,0.969
145.601,0.953
145.631,0.976
145.661,0.948
145.691,1.004
145.721,0.953
145.751,0.972
145.781,0.968
145.811,0.955
145.841,0.956
145.871,0.963
145.901,0.968
145.931,1.009
145.961,0.977
145.991,0.920
146.021,0.954
146.051,0.961
146.081,0.972
146.111,0.977
146.141,0.984
146.171,0.969
146.201,0.959
146.231,0.946
146.261,0.939
146.291,0.955
146.321,0.959
146.351,0.949
146.381,0.977
146.411,0.956
146.441,0.973
146.471,0.990
146.501,0.995
146.531,0.979
146.561,1.006
146.591,0.957
146.621,0.920
146.651,0.930
146.681,0.946
146.711,0.960
146.741,0.962
146.771,0.972
146.801,0.971
146.831,0.968
146.861,0.972
146.891,0.962
146.921,0.940
146.951,1.003
146.981,1.008
147.011,1.013
147.041,1.008
147.071,1.015
147.101,1.015
147.131,0.999
147.161,1.040
147.191,1.002
147.221,0.981
147.251,0.972
147.281,0.970
147.311,0.984
147.341,0.973
147.371,0.959
147.401,0.966
147.431,0.974
147.461,0.948
147.491,0.893
147.521,0.920
147.551,0.890
147.581,0.908
147.611,0.967
147.641,0.942
147.671,0.930
147.701,0.905
147.731,0.952
147.761,0.955
147.791,0.917
147.821,0.956
147.851,0.978
147.881,1.022
147.911,0.980
147.941,0.936
147.971,0.935
148.001,0.907
148.031,0.912
148.061,0.938
148.091,0.938
148.121,0.918
148.151,0.944
148.181,0.943
148.211,0.971
148.241,0.976
148.271,0.975
148.301,1.001
148.331,1.052
148.361,1.014
148.391,0.978
148.421,0.934
148.451,0.916
148.481,0.943
148.511,0.902
148.541,0.960
148.571,1.020
148.601,0.983
148.631,0.976
148.661,0.974
148.691,0.938
148.721,0.961
148.751,0.911
148.781,0.928
148.811,0.930
148.841,0.903
148.871,0.900
148.901,0.915
148.931,0.943
148.961,0.974
148.991,0.980
149.021,1.035
149.051,0.997
149.081,0.964
149.111,0.973
149.141,1.019
149.171,1.011
149.201,0.991
149.231,0.939
149.261,0.909
149.291,0.891
149.321,0.900
149.351,0.914
149.381,0.958
149.411,0.939
149.441,0.925
149.471,0.962
149.501,0.932
149.531,0.958
149.561,0.982
149.591,0.961
149.621,0.971
149.651,0.973
149.681,0.974
149.711,0.955
149.741,0.945
149.771,0.967
149.801,0.978
149.831,0.976
149.861,0.943
149.891,0.962
149.921,0.953
149.951,0.953
149.981,0.953
150.011,0.957
150.041,0.929
150.071,0.914
150.101,0.917
150.131,0.953
150.161,0.969
150.191,0.952
150.221,0.966
150.251,0.969
150.281,0.964
150.311,0.952
150.341,0.940
150.371,0.958
150.401,0.945
150.431,0.938
150.461,0.961
150.491,0.978
150.521,1.001
150.551,1.000
150.581,0.979
150.611,0.917
150.641,0.910
150.671,0.924
150.701,0.936
150.731,0.975
150.761,0.972
150.791,0.958
150.821,0.957
150.851,0.958
150.881,0.953
150.911,0.945
150.941,0.936
150.971,0.923
151.001,0.948
151.031,0.970
151.061,0.956
151.091,0.942
151.121,0.907
151.151,0.916
151.181,0.943
151.211,0.953
151.241,0.976
151.271,0.996
151.301,0.987
151.331,1.017
151.361,1.020
151.391,0.964
151.421,0.951
151.451,0.960
151.481,0.965
151.511,0.939
151.541,0.940
151.571,0.963
151.601,0.944
151.631,0.941
151.661,0.944
151.691,0.925
151.721,0.914
151.751,0.914
151.781,0.949
151.811,0.978
151.841,1.003
151.871,0.994
151.901,0.980
151.931,0.969
151.961,0.950
151.991,0.943
152.021,0.953
152.051,0.965
152.081,0.960
152.111,0.935
152.141,0.966
152.171,0.952
152.201,0.948
152.231,0.932
152.261,0.940
152.291,0.947
152.321,0.949
152.351,0.986
152.381,0.966
152.411,1.020
152.441,0.970
152.471,0.952
152.501,0.963
152.531,0.981
152.561,0.965
152.591,0.921
152.621,0.905
152.651,0.970
152.681,0.946
152.711,0.927
152.741,0.937
152.771,0.946
152.801,0.923
152.831,0.946
152.861,0.995
152.891,1.008
152.921,1.003
152.951,0.960
152.981,0.977
153.011,0.964
153.041,0.962
153.071,0.952
153.101,0.949
153.131,0.922
153.161,0.899
153.191,0.903
153.221,0.943
153.251,0.976
153.281,1.007
153.311,0.999
153.341,0.993
153.371,0.962
153.401,0.962
153.431,0.934
153.461,0.897
153.491,0.946
153.521,0.940
153.551,0.942
153.581,0.971
153.611,0.971
153.641,0.956
153.671,0.936
153.701,0.945
153.731,0.975
153.761,0.960
153.791,0.955
153.821,0.970
153.851,0.934
153.881,0.944
153.911,0.953
153.941,0.967
153.971,0.955
154.001,0.981
154.031,0.964
154.061,0.962
154.091,0.935
154.121,0.920
154.151,0.941
154.181,0.957
154.211,0.952
154.241,0.968
154.271,0.956
154.301,0.950
154.331,0.971
154.361,0.971
154.391,0.989
154.421,0.970
154.451,0.963
154.481,0.959
154.511,0.944
154.541,0.917
154.571,0.928
154.601,0.941
154.631,0.966
154.661,0.987
154.691,0.968
154.721,0.962
154.751,0.957
154.781,0.950
154.811,0.935
154.841,0.960
154.871,0.962
154.901,0.967
154.931,0.967
154.961,0.954
154.991,0.935
155.021,0.953
155.051,0.965
155.081,0.977
155.111,0.981
155.141,0.952
155.171,0.942
155.201,0.934
155.231,0.948
155.261,0.958
155.291,0.947
155.321,0.952
155.351,0.953
155.381,0.973
155.411,0.949
155.441,0.978
155.471,0.962
155.501,0.937
155.531,0.955
155.561,0.969
155.591,0.958
155.621,0.974
155.651,0.966
155.681,0.966
155.711,0.937
155.741,0.941
155.771,0.943
155.801,0.957
155.831,0.954
155.861,0.961
155.891,0.958
155.921,0.955
155.951,0.961
155.981,0.957
156.011,0.938
156.041,0.957
156.071,0.940
156.101,0.972
156.131,0.965
156.161,0.960
156.191,0.956
156.221,0.945
156.251,0.939
156.281,0.968
156.311,0.956
156.341,0.978
156.371,0.964
156.401,0.993
156.431,0.929
156.461,0.938
156.491,0.924
156.521,0.954
156.551,0.969
156.581,0.976
156.611,0.959
156.641,0.939
156.671,0.952
156.701,0.963
156.731,0.968
156.761,0.968
156.791,0.949
156.821,0.950
156.851,0.932
156.881,0.954
156.911,0.946
156.941,0.963
156.971,0.971
157.001,0.976
157.031,0.966
157.061,0.963
157.091,0.952
157.121,0.920
157.151,0.962
157.181,0.951
157.211,0.934
157.241,0.979
157.271,0.978
157.301,0.967
157.331,0.972
157.361,0.966
157.391,0.951
157.421,0.929
157.451,0.933
157.481,0.930
157.511,0.950
157.541,0.960
157.571,0.961
157.601,0.994
157.631,1.006
157.661,0.995
157.691,0.999
157.721,0.998
157.751,0.993
157.781,0.888
157.811,0.914
157.841,0.925
157.871,0.943
157.901,0.975
157.931,0.977
157.961,0.953
157.991,0.944
158.021,0.935
158.051,0.929
158.081,0.959
158.111,0.960
158.141,0.963
158.171,0.941
158.201,0.956
158.231,0.972
158.261,0.984
158.291,0.965
158.321,0.937
158.351,0.940
158.381,0.972
158.411,0.950
158.441,0.938
158.471,0.951
158.501,0.974
158.531,0.987
158.561,0.976
158.591,0.968
158.621,0.985
158.651,1.010
158.681,0.999
158.711,1.012
158.741,0.978
158.771,0.938
158.801,0.875
158.831,0.870
158.861,0.917
158.891,0.917
158.921,0.919
158.951,0.943
158.981,0.941
159.011,0.885
159.041,0.891
159.071,0.902
159.101,0.877
159.131,0.885
159.161,0.894
159.191,0.926
159.221,0.982
159.251,0.990
159.281,0.982
159.311,0.974
159.341,0.969
159.371,0.942
159.401,0.942
159.431,0.973
159.461,0.960
159.491,0.973
159.521,0.982
159.551,0.989
159.581,1.001
159.611,0.968
159.641,0.932
159.671,0.903
159.701,0.958
159.731,0.925
159.761,0.917
159.791,0.912
159.821,0.923
159.851,0.931
159.881,0.963
159.911,1.032
159.941,1.042
159.971,0.974
160.001,0.971
160.031,0.968
160.061,0.952
160.091,0.956
160.121,0.963
160.151,0.952
160.181,0.951
160.211,0.915
160.241,0.926
160.271,0.914
160.301,0.917
160.331,0.903
160.361,0.906
160.391,0.988
160.421,0.991
160.451,0.988
160.481,1.011
160.511,1.018
160.541,1.002
160.571,0.955
160.601,0.925
160.631,0.942
160.661,0.942
160.691,0.939
160.721,0.950
160.751,0.944
160.781,0.968
160.811,0.981
160.841,0.924
160.871,0.986
160.901,0.983
160.931,0.931
160.961,0.962
160.991,0.974
161.021,0.987
161.051,0.993
161.081,0.969
161.111,0.996
161.141,0.951
161.171,0.958
161.201,0.950
161.231,0.961
161.261,0.972
161.291,0.958
161.321,0.944
161.351,0.956
161.381,0.984
161.411,0.965
161.441,0.955
161.471,0.989
161.501,0.961
161.531,0.986
161.561,0.972
161.591,0.969
161.621,0.984
161.651,1.009
161.681,0.951
161.711,0.958
161.741,0.883
161.771,0.911
161.801,0.918
161.831,0.911
161.861,0.934
161.891,0.945
161.921,0.964
161.951,0.958
161.981,0.935
162.011,0.948
162.041,0.943
162.071,0.970
162.101,0.976
162.131,0.954
162.161,0.917
162.191,0.884
162.221,0.968
162.251,1.008
162.281,0.979
162.311,0.953
162.341,0.924
162.371,0.977
162.401,0.938
162.431,0.951
162.461,0.918
162.491,0.919
162.521,0.908
162.551,0.937
162.581,0.951
162.611,0.975
162.641,0.975
162.671,0.956
162.701,0.929
162.731,0.940
162.761,0.926
162.791,0.922
162.821,0.924
162.851,0.931
162.881,0.969
162.911,0.946
162.941,0.914
162.971,0.914
163.001,0.950
163.031,0.948
163.061,0.939
163.091,0.949
163.121,0.958
163.151,0.955
163.181,0.961
163.211,0.960
163.241,0.942
163.271,0.949
163.301,0.941
163.331,0.937
163.361,0.939
163.391,0.938
163.421,0.939
163.451,0.938
163.481,0.930
163.511,0.939
163.541,0.947
163.571,0.929
163.601,0.922
163.631,0.959
163.661,0.936
163.691,0.937
163.721,0.934
163.751,0.954
163.781,0.959
163.811,0.957
163.841,0.951
163.871,0.945
163.901,0.924
163.931,0.927
163.961,0.932
163.991,0.914
164.021,0.977
164.051,0.956
164.081,0.944
164.111,0.952
164.141,0.956
164.171,0.939
164.201,0.939
164.231,0.899
164.261,0.874
164.291,0.907
164.321,0.921
164.351,0.937
164.381,0.968
164.411,1.019
164.441,0.994
164.471,0.958
164.501,0.928
164.531,0.933
164.561,0.915
164.591,0.931
164.621,0.917
164.651,0.939
164.681,0.918
164.711,0.890
164.741,0.874
164.771,0.952
164.801,0.963
164.831,0.965
164.861,0.975
164.891,0.984
164.921,0.960
164.951,0.949
164.981,1.000
165.011,0.964
165.041,0.989
165.071,0.909
165.101,0.898
165.131,0.934
165.161,0.944
165.191,0.991
165.221,0.977
165.251,0.925
165.281,0.906
165.311,0.938
165.341,0.952
165.371,0.963
165.401,0.966
165.431,0.973
165.461,0.978
165.491,0.938
165.521,0.956
165.551,0.902
165.581,0.954
165.611,0.966
165.641,0.946
165.671,0.927
165.701,0.913
165.731,0.898
165.761,0.905
165.791,0.930
165.821,0.906
165.851,0.926
165.881,0.985
165.911,0.970
165.941,0.963
165.971,0.967
166.001,0.980
166.031,0.979
166.061,0.957
166.091,0.957
166.121,0.989
166.151,0.955
166.181,0.941
166.211,0.927
166.241,0.914
166.271,0.922
166.301,0.944
166.331,0.945
166.361,0.956
166.391,0.940
166.421,0.947
166.451,0.959
166.481,0.958
166.511,0.957
166.541,0.929
166.571,0.969
166.601,0.988
166.631,0.984
166.661,0.954
166.691,0.945
166.721,0.921
166.751,0.952
166.781,0.943
166.811,0.955
166.841,0.953
166.871,0.964
166.901,0.980
166.931,0.966
166.961,0.989
166.991,0.971
167.021,0.938
167.051,0.943
167.081,0.949
167.111,0.955
167.141,0.955
167.171,0.950
167.201,0.940
167.231,0.951
167.261,0.946
167.291,0.955
167.321,0.976
167.351,0.939
167.381,0.943
167.411,0.955
167.441,0.941
167.471,0.942
167.501,0.953
167.531,0.956
167.561,0.950
167.591,0.931
167.621,0.948
167.651,0.911
167.681,0.932
167.711,0.941
167.741,0.946
167.771,0.938
167.801,0.955
167.831,0.975
167.861,0.984
167.891,0.961
167.921,0.976
167.951,0.985
167.981,0.940
168.011,0.938
168.041,0.959
168.071,0.958
168.101,0.979
168.131,0.979
168.161,0.945
168.191,0.989
168.221,0.955
168.251,0.948
168.281,0.967
168.311,0.936
168.341,0.951
168.371,0.963
168.401,0.967
168.431,0.967
168.461,0.958
168.491,0.969
168.521,0.967
168.551,0.969
168.581,0.938
168.611,0.959
168.641,0.960
168.671,0.956
168.701,0.958
168.731,0.965
168.761,0.982
168.791,0.954
168.821,0.988
168.851,0.958
168.881,0.954
168.911,0.952
168.941,0.936
168.971,0.952
169.001,0.967
169.031,0.959
169.061,0.961
169.091,0.966
169.121,0.971
169.151,0.955
169.181,0.933
169.211,0.970
169.241,0.974
169.271,0.945
169.301,0.965
169.331,0.960
169.361,0.997
169.391,0.977
169.421,0.981
169.451,0.968
169.481,0.972
169.511,0.916
169.541,0.942
169.571,0.954
169.601,0.959
169.631,0.951
169.661,0.954
169.691,0.969
169.721,0.960
169.751,0.933
169.781,0.944
169.811,0.950
169.841,0.955
169.871,0.958
169.901,0.940
169.931,0.972
169.961,0.976
169.991,0.967
170.021,0.974
170.051,0.951
170.081,0.906
170.111,0.923
170.141,0.936
170.171,0.941
170.201,0.949
170.231,0.942
170.261,0.932
170.291,0.937
170.321,0.948
170.351,0.953
170.381,0.924
170.411,0.958
170.441,0.952
170.471,0.966
170.501,0.975
170.531,0.993
170.561,0.992
170.591,0.990
170.621,0.963
170.651,0.962
170.681,0.914
170.711,0.946
170.741,0.961
170.771,0.951
170.801,0.963
170.831,0.979
170.861,0.978
170.891,0.957
170.921,0.949
170.951,0.955
170.981,0.943
171.011,0.965
171.041,0.957
171.071,0.956
171.101,0.968
171.131,0.956
171.161,0.963
171.191,0.969
171.221,0.966
171.251,0.982
171.281,0.955
171.311,0.951
171.341,0.926
171.371,0.953
171.401,0.979
171.431,0.966
171.461,0.964
171.491,0.948
171.521,0.960
171.551,0.962
171.581,0.932
171.611,0.935
171.641,0.972
171.671,0.960
171.701,0.972
171.731,0.983
171.761,0.966
171.791,1.002
171.821,0.963
171.851,0.962
171.881,0.924
171.911,0.959
171.941,0.952
171.971,0.944
172.001,0.941
172.031,0.932
172.061,0.947
172.091,0.936
172.121,0.968
172.151,0.946
172.181,0.966
172.211,0.962
172.241,0.958
172.271,0.951
172.301,0.958
172.331,0.961
172.361,0.983
172.391,0.982
172.421,0.965
172.451,0.930
172.481,0.961
172.511,0.951
172.541,0.932
172.571,0.900
172.601,0.947
172.631,0.973
172.661,0.939
172.691,0.957
172.721,0.929
172.751,0.954
172.781,0.972
172.811,0.976
172.841,0.952
172.871,0.942
172.901,0.963
172.931,0.989
172.961,0.982
172.991,0.993
173.021,0.934
173.051,0.946
173.081,0.940
173.111,0.947
173.141,0.964
173.171,0.959
173.201,0.944
173.231,0.947
173.261,0.929
173.291,0.906
173.321,0.947
173.351,0.982
173.381,0.972
173.411,0.973
173.441,0.971
173.471,0.948
173.501,0.970
173.531,1.008
173.561,0.934
173.591,0.942
173.621,0.918
173.651,0.929
173.681,0.955
173.711,0.965
173.741,0.971
173.771,0.972
173.801,0.958
173.831,0.946
173.861,0.927
173.891,0.934
173.921,0.955
173.951,0.958
173.981,0.949
174.011,0.954
174.041,0.976
174.071,0.952
174.101,0.972
174.131,0.951
174.161,0.978
174.191,0.987
174.221,0.947
174.251,0.933
174.281,0.940
174.311,0.944
174.341,0.940
174.371,0.951
174.401,0.956
174.431,0.952
174.461,0.959
174.491,0.958
174.521,0.944
174.551,0.937
174.581,0.952
174.611,0.979
174.641,0.962
174.671,0.953
174.701,0.955
174.731,0.958
174.761,0.949
174.791,0.954
174.821,0.962
174.851,0.968
174.881,0.963
174.911,0.961
174.941,0.947
174.971,0.945
175.001,0.951
175.031,0.958
175.061,0.962
175.091,0.945
175.121,0.959
175.151,0.963
175.181,0.964
175.211,0.959
175.241,0.958
175.271,0.957
175.301,0.955
175.331,0.974
175.361,0.960
175.391,0.958
175.421,0.970
175.451,0.971
175.481,0.948
175.511,0.937
175.541,0.952
175.571,0.955
175.601,0.959
175.631,0.933
175.661,0.946
175.691,0.951
175.721,0.945
175.751,0.951
175.781,0.949
175.811,0.968
175.841,0.967
175.871,0.964
175.901,0.974
175.931,0.973
175.961,0.959
175.991,0.963
176.021,0.943
176.051,0.949
176.081,0.963
176.111,0.993
176.141,0.974
176.171,0.965
176.201,0.912
176.231,0.951
176.261,0.952
176.291,0.949
176.321,0.957
176.351,0.960
176.381,0.957
176.411,0.958
176.441,0.932
176.471,0.996
176.501,0.968
176.531,0.972
176.561,0.994
176.591,0.984
176.621,0.991
176.651,0.965
176.681,0.982
